7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T,AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
1386.400,1606.400,86.000,416.100,6469.000,2656.000,21953.333,3229.000,9110.000,2737.000,708.600,19300,837.500,972.500,2685.000,3744.000,4715.000,901.500,1149.250,1533.333,824.500,1920.000,1083.333,1310.500,4024,1567.000,1434.000,3317.000,2182.000,3018.000,116.790,212.460,313.070,147.320,203.350,47.693,96.970,139.240,70.420,277.620,81.640,49.180,38.800,219.590,126.640,123.310,59.450,255.390,163.680,121.090,253.450,198.550,146.710,52.240,101.330,167.860,158.790,107.810,54.530,35.870
1378.200,1550.600,87.400,419.900,6523.000,2677.000,22166.667,3064.000,9188.333,2698.000,701.600,18805,834.500,980.500,2665.500,3621.000,4577.000,896.750,1167.750,1529.000,832.333,1937.000,1091.333,1315.000,4058,1513.500,1394.500,3316.000,2254.000,2940.000,113.020,206.190,311.980,146.240,201.460,46.833,97.890,138.120,71.190,279.310,80.800,49.360,38.270,222.670,126.640,122.550,59.240,245.410,165.610,120.570,247.850,199.900,149.940,51.010,101.610,168.080,160.360,108.580,54.770,35.770
1381.800,1578.400,89.040,428.800,6750.000,2655.000,22263.333,3090.000,9041.667,2724.000,730.000,19210,842.000,999.167,2688.500,3650.000,4619.000,911.000,1194.000,1578.667,853.833,1954.000,1096.667,1341.000,4086,1509.000,1422.500,3385.000,2243.000,3123.000,116.500,210.380,318.150,148.230,203.540,47.267,99.040,139.390,72.700,282.100,81.240,49.380,38.570,226.070,127.910,123.370,59.660,256.010,168.720,122.010,251.530,201.800,153.490,51.690,103.890,171.200,162.750,111.910,56.080,36.620
1391.600,1565.600,88.880,433.600,6913.000,2698.500,22233.333,3087.000,9016.667,2758.000,737.200,18675,852.000,1005.667,2698.000,3712.000,4650.000,925.750,1197.500,1605.333,871.833,1983.000,1128.667,1333.500,4127,1528.500,1412.000,3457.000,2188.000,3090.000,113.160,205.910,314.450,146.260,200.450,46.877,98.020,139.610,72.300,276.470,79.630,48.940,38.570,224.090,127.650,120.930,59.460,252.690,166.890,121.970,250.140,201.090,151.530,51.370,101.760,159.540,162.230,111.530,56.140,35.950
1400.600,1554.000,91.820,433.900,6955.000,2738.500,22163.333,2985.000,9186.667,2768.000,735.200,18620,853.667,1006.667,2701.500,3667.000,4613.000,924.500,1210.000,1591.333,872.833,1991.500,1143.667,1342.500,4131,1505.000,1404.500,3477.000,2169.000,3084.000,115.080,209.830,323.170,147.880,202.470,46.963,99.730,140.700,73.780,282.790,80.040,49.560,39.400,226.480,130.060,122.910,59.610,257.670,171.550,124.070,259.980,203.600,154.770,52.670,103.380,164.610,166.490,113.800,57.660,36.490
1406.800,1566.400,92.440,434.300,7085.000,2726.000,22430.000,2990.000,9526.667,2821.000,735.400,18665,854.667,1004.333,2684.000,3655.000,4672.000,923.500,1221.500,1605.667,867.000,2005.000,1128.667,1345.500,4132,1514.000,1421.500,3465.000,2230.500,3048.000,114.970,210.580,322.410,148.890,202.980,47.120,101.780,141.650,75.220,284.520,80.480,50.460,39.790,225.800,129.710,123.090,59.190,240.090,173.780,131.490,260.220,207.980,156.660,53.370,106.060,168.000,167.710,115.620,59.270,37.070
1393.400,1572.400,91.780,430.600,6997.000,2694.000,23073.333,2890.500,9476.667,2827.000,730.000,19190,850.500,999.667,2645.500,3712.000,4594.000,924.250,1213.750,1589.667,860.667,2002.000,1180.667,1331.000,4088,1500.500,1418.000,3457.000,2231.500,2992.000,116.970,215.810,327.840,150.970,206.640,47.593,101.200,142.920,74.000,285.920,80.360,50.810,39.850,224.830,130.980,124.980,59.330,236.700,174.380,127.790,265.980,207.540,158.940,52.820,106.340,167.330,169.300,115.830,59.310,36.340
1382.200,1553.600,90.280,427.100,7182.000,2704.500,23050.000,2838.000,9470.000,2822.000,718.400,19085,843.833,999.167,2628.500,3746.000,4555.000,916.250,1210.250,1592.667,844.833,2006.000,1176.000,1326.000,4015,1497.000,1424.500,3409.000,2225.000,2986.000,124.400,221.400,329.970,151.840,206.400,48.083,102.440,144.490,74.510,286.910,80.360,51.090,40.360,226.110,129.460,124.970,59.550,239.510,175.360,127.210,267.070,214.120,162.610,53.880,106.610,167.350,168.650,116.540,58.430,36.930
1406.000,1582.000,89.980,427.600,7058.000,2696.500,22926.667,2833.000,9581.667,2831.000,724.600,18995,835.000,1006.333,2636.000,3699.000,4490.000,915.000,1207.250,1634.000,853.667,1993.500,1175.000,1330.000,4185,1510.000,1412.000,3399.000,2192.000,2991.000,121.100,222.860,331.420,148.360,204.320,48.743,100.780,144.210,73.400,290.360,80.710,50.220,39.810,227.350,129.200,128.960,59.360,239.340,171.550,125.100,266.830,210.810,162.120,53.830,105.010,162.140,166.630,112.890,58.320,36.180
1387.000,1562.200,89.720,423.300,7165.000,2736.000,23216.667,2803.000,9826.667,2859.000,710.800,19035,829.333,989.500,2644.500,3659.000,4490.000,907.750,1199.000,1614.667,845.000,2002.000,1157.333,1302.500,4137,1496.000,1435.500,3349.000,2173.000,2961.000,121.190,220.860,321.850,148.100,202.200,47.980,100.220,144.040,72.950,287.090,80.510,50.120,39.890,227.620,127.660,126.590,58.430,237.650,173.470,125.940,261.830,211.230,163.610,53.550,104.810,163.240,168.400,112.030,58.770,35.910
